policy_id,customer_age,annual_income,claim_history,fraudulent_claim,premium_amount,claim_amount,risk_score,vehicle_age,policy_type_Auto,policy_type_Health,policy_type_Life,policy_type_Property,gender_Female,gender_Male,gender_Other,z_score_claim,anomaly_isoforest,anomaly_autoencoder,fraud_score,final_fraud_flag
POL000013,28.0,0.29066766666666677,1,0,0.23268675882329393,0.4283041186548479,1,1.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.407813859161868,0,0,0.0,0
POL000014,28.0,0.611001,1,0,0.250313330479742,0.06216816010578804,1,1.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3047000606447026,0,0,0.0,0
POL000015,41.0,0.7077910833333333,0,0,0.19204002007778603,0.27646754014096425,1,2.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3023656470282832,0,0,0.0,0
POL000016,70.0,0.5093104166666667,1,0,0.24978059167880473,0.5438613032500519,1,14.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9483051234921039,0,0,0.0,0
POL000017,53.0,0.2385896666666667,1,0,0.18148686475517112,0.043527965595311184,1,9.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3918851399075916,0,0,0.0,0
POL000018,57.0,0.26862325,1,0,0.6803705768052299,0.1728287972305278,1,10.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7871112332545414,0,0,0.0,0
POL000019,41.0,0.391649,1,0,0.17812722295272793,0.45804561599109306,1,5.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5469226437402754,0,0,0.0,0
POL000020,120.0,0.44186041666666664,1,0,0.44801947422067706,0.2711639946618832,1,10.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.32717172041491704,0,0,0.0,0
POL000021,39.0,0.16919458333333331,0,0,0.13283210721291383,0.38058910211760744,1,5.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18463821061961733,0,0,0.0,0
POL000022,70.0,0.5256329166666667,1,0,0.38548117399618764,0.4752444246969219,1,14.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6273659835027527,0,0,0.0,0
POL000023,19.0,0.39281525000000006,1,0,0.35231433436904325,0.45887925476936053,1,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.550821790979271,0,0,0.0,0
POL000024,41.0,0.37285854166666665,1,0,0.3833379011323009,0.23136579653163836,1,5.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5133183325951348,0,0,0.0,0
POL000025,61.0,0.18147366666666664,1,0,0.24663804863628103,0.25199933843180833,1,13.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4168098447127065,0,0,0.0,0
POL000027,55.0,0.3598213333333333,0,0,0.20608369234180274,0.07178997017050308,1,7.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2596963310605962,0,0,0.0,0
POL000028,19.0,0.7685997500000001,0,0,0.6034437098328802,0.5089109385429078,1,1.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7848330998741867,0,0,0.0,0
POL000029,77.0,0.42461899999999997,1,1,0.5612511047401436,0.6055199301346276,0,6.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2366986951981913,0,0,0.0,0
POL000030,38.0,0.19983916666666668,0,0,0.4516331677634516,0.10811414958433951,1,2.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0897986156920823,0,0,0.0,0
POL000031,50.0,0.37285854166666665,1,1,0.52458143051146,0.9267572512234492,0,10.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.739209910174272,0,0,0.0,0
POL000032,29.0,0.30164841666666664,0,0,0.3052300784942892,0.16490765741610475,1,0.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8241604819726671,0,0,0.0,0
POL000033,75.0,0.4426580000000001,2,0,0.44981939230823714,0.14288458660041553,2,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9271681610823935,0,0,0.0,0
POL000034,39.0,0.49595158333333333,2,0,0.20589584802470923,0.24891110354210053,2,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.43125432937139746,0,0,0.0,0
POL000035,78.0,0.6269230833333335,1,1,0.744493236064877,0.4526678208753049,0,7.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5217692853262288,0,0,0.0,0
POL000036,61.0,0.3699403333333333,1,0,0.2747561873146577,0.21430213002172094,1,9.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5931295768579822,0,0,0.0,0
POL000037,42.0,0.7164500833333334,0,0,0.18613986087202877,0.5119559593583417,1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7990754609719496,0,0,0.0,0
POL000039,44.0,0.22761675000000003,3,1,0.7428457490215159,0.9028606538603721,0,2.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6274392559548527,0,0,0.0,0
POL000040,76.0,0.8353865833333334,3,0,0.5755626861121461,0.045238457226119994,2,12.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3838847218686727,1,0,0.7,1
POL000041,59.0,0.4431238333333334,1,0,0.6648364676646024,0.17457739581774187,1,12.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7789325789846222,0,0,0.0,0
POL000042,45.0,0.20101575,0,0,0.11446339653319457,0.1167436073616354,1,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.049436378061653,0,0,0.0,0
POL000043,77.0,0.7193569166666667,3,0,0.1556675093999144,0.269973643343245,2,13.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3327393057750282,0,0,0.0,0
POL000044,33.0,0.8078703333333335,2,0,0.6571256124186649,0.5827692914502525,2,3.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.130287990317202,1,0,0.7,1
POL000045,32.0,0.36811974999999997,0,0,0.11342255425159437,0.5083361913550637,1,6.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7821448565138427,0,0,0.0,0
POL000046,79.0,0.2700728333333333,3,1,0.865665138250338,0.6979084780906606,0,11.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6688241685671872,0,0,0.0,0
POL000047,79.0,0.33908858333333336,0,0,0.5493183714821532,0.48620862105067547,1,6.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6786484058840538,0,0,0.0,0
POL000048,64.0,0.5239024166666667,2,1,0.8593600359675675,0.9176477243664914,0,5.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.6966022635306235,0,0,0.0,0
POL000049,79.0,0.6412201666666667,2,0,0.47075017629651067,0.1324118521277235,2,5.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9761518873298665,0,0,0.0,0
POL000050,68.0,0.4938515,0,0,0.15672836787923766,0.4284761892415026,1,5.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.40861867843174565,0,0,0.0,0
POL000051,61.0,0.39619233333333337,2,0,0.2601536012219119,0.3505392134331342,2,14.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04408699881095008,0,0,0.0,0
POL000052,72.0,0.6870857499999999,3,0,0.11008600806190855,0.1205873028406968,2,7.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0314584060605547,0,0,0.0,0
POL000053,69.0,0.30982575,1,0,0.11166266855948043,0.5661676226798461,1,11.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.052637630669368,0,0,0.0,0
POL000055,20.0,0.31498691666666667,1,0,0.4657923180912554,0.4766590963465642,1,2.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6339827738927727,0,0,0.0,0
POL000056,54.0,0.4647964166666667,3,0,0.2219103459106908,0.04313511037463852,2,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.39372262682512,0,1,0.3,0
POL000057,68.0,0.3513411666666667,3,1,0.6957368578264873,0.344377672152104,0,6.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.015267853996434131,0,0,0.0,0
POL000058,24.0,0.3633641666666667,5,0,0.24105814859409308,0.2667396591666676,0,1.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.34786549808012224,0,0,0.0,0
POL000059,38.0,0.29637783333333334,2,0,0.6335157373505329,0.06981822981794696,2,5.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2689186778996713,0,0,0.0,0
POL000060,26.0,0.6551779166666668,1,0,0.4870618377333042,0.5731482670959788,1,2.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.085287935706931,0,0,0.0,0
POL000061,56.0,0.22230708333333332,2,0,0.4328410375165133,0.47525188894611475,2,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6274008957541859,0,0,0.0,0
POL000062,35.0,0.22078491666666672,3,0,0.5057076957661122,0.2657264855525528,2,4.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.35260437684042806,0,0,0.0,0
POL000063,21.0,0.8168736666666667,2,0,0.18534999091572563,0.573295587803731,2,2.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0859769933010042,1,0,0.7,1
POL000064,42.0,0.5787182500000001,2,1,0.49867277212020805,0.8292867281327945,0,4.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.2833147060401284,0,0,0.0,0
POL000065,77.0,0.0,1,0,0.13791160231202482,0.3973730557104059,1,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2631411641971845,0,0,0.0,0
POL000066,31.0,0.25723775000000004,1,0,0.09536640419785858,0.010193021555573101,1,5.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.5478014173206316,0,0,0.0,0
POL000067,67.0,0.0,1,1,0.8576586591611057,0.7833246315901954,0,9.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.068337924123889,1,0,0.7,1
POL000068,75.0,0.17693941666666674,3,0,0.17977778941112343,0.04636555885422988,2,13.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3786129719022837,0,0,0.0,0
POL000069,85.0,0.0,0,0,0.5874969590776535,0.21497587672517457,1,12.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.589978286794421,0,1,0.3,0
POL000070,97.0,0.34646049999999995,0,1,0.5476293123358287,0.39724773489501136,0,11.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.26255500587049313,0,0,0.0,0
POL000071,70.0,0.13709541666666664,3,0,0.20372332071799643,0.21953967582372896,2,5.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5686322012734932,0,0,0.0,0
POL000072,19.0,0.3874802500000001,3,0,0.6633059983925453,0.2425213133778595,2,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4611410540849975,0,0,0.0,0
POL000073,37.0,0.03643308333333334,3,0,0.6685179083381321,0.36100959077450223,2,2.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09305970013691793,0,0,0.0,0
POL000074,84.0,0.39227333333333336,1,0,0.6660867101685364,0.11081345780558144,1,11.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0771732430817444,0,0,0.0,0
POL000075,64.0,0.28855908333333335,1,0,0.09475514031354604,0.1371371147219744,1,9.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9540505946858343,0,0,0.0,0
POL000076,77.0,0.6879068333333335,0,0,0.39580029377619425,0.3777377589259652,1,13.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.171301730572196,0,0,0.0,0
POL000077,24.0,0.6690326666666667,1,1,0.9525308172459559,0.618723794101436,0,1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.2984566304963217,1,0,0.7,1
POL000078,61.0,0.5386136666666667,0,0,0.4753215679149589,0.09471228658631205,1,13.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1524826443966472,0,0,0.0,0
POL000079,78.0,0.30695550000000005,1,0,0.464691427216486,0.46074845990932106,1,10.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5595645537328712,0,0,0.0,0
POL000080,25.0,0.7886209166666667,3,0,0.6872438311618325,0.5448273342376859,2,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.952823503822306,1,0,0.7,1
POL000081,64.0,0.051451000000000024,3,1,0.752698337423823,0.9990685402717848,0,5.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0774287771360602,1,1,1.0,1
POL000082,52.0,0.08259191666666665,2,1,0.6258264380098357,0.35037657137177575,0,6.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.043326279227093416,0,0,0.0,0
POL000083,31.0,0.3575451666666667,0,0,0.3071855070410825,0.4771973079988857,1,2.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6365001309697864,0,0,0.0,0
POL000084,34.0,0.8445912500000001,2,0,0.17796093454087458,0.5640685972357921,2,6.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0428199380690137,0,0,0.0,0
POL000085,53.0,0.3328460833333333,1,0,0.03277421421026862,0.567227546065221,1,10.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0575951703728597,0,0,0.0,0
POL000086,67.0,0.33682391666666667,1,0,0.2646926589824997,0.5401189644179241,1,8.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.930801223115728,0,0,0.0,0
POL000087,57.0,0.074602,2,1,0.5544517563443649,0.47073601818448235,0,12.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6062789836371965,0,0,0.0,0
POL000088,21.0,0.5720686666666668,2,1,0.6620742323788174,0.8500518765318897,0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.3804387520399284,1,0,0.7,1
POL000089,19.0,0.5735784166666668,3,0,0.26951348321872776,0.39191001101173173,2,2.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23758907112203417,0,0,0.0,0
POL000090,79.0,0.5393906666666668,0,0,0.021337266772803842,0.44680367099632395,1,5.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4943411181082818,0,0,0.0,0
POL000091,23.0,0.2439123333333334,1,0,0.18725152969941833,0.05372727283441505,1,1.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3441803045547185,0,0,0.0,0
POL000092,50.0,0.22776941666666672,0,1,0.9980045390577605,0.4631232697182873,0,8.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5706721621493304,0,1,0.3,0
POL000093,59.0,0.37285854166666665,3,0,0.313693850716118,0.41284055145873033,2,5.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3354866991141141,0,0,0.0,0
POL000094,21.0,0.3924734166666667,1,0,0.4716709213917724,0.3903130545396974,1,2.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23011968680228115,0,0,0.0,0
POL000095,71.0,0.1499151666666667,0,0,0.5455938189981431,0.470473590897073,1,12.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6050515423762874,0,0,0.0,0
POL000096,46.0,0.12970491666666667,0,0,0.6827263293064849,0.10797586454666273,1,5.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0904454110870525,0,0,0.0,0
POL000097,35.0,0.2867310833333334,1,0,0.5915587075079218,0.5482216033442979,1,2.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9686993907897519,0,0,0.0,0
POL000098,43.0,0.27309249999999996,2,0,0.31675786867526645,0.13945456766872247,2,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9432112593593341,0,0,0.0,0
POL000099,61.0,0.26292116666666665,0,1,0.5952986570671035,0.445389785057123,0,7.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.48772800269209704,0,0,0.0,0
POL000100,51.0,0.4721759166666667,3,0,0.45975358520895365,0.18978324998909826,2,13.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7078108103547667,0,0,0.0,0
POL000101,27.0,0.3914683333333333,1,0,0.29234734569821114,0.4732282917044298,1,1.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6179360006419969,0,0,0.0,0
POL000102,79.0,0.31496750000000007,3,0,0.28071485540606705,0.0164618123118469,2,5.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5184806385776304,0,0,0.0,0
POL000103,53.0,0.4131276666666668,1,0,0.23370758490717103,0.13270845781933138,1,8.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9747645847071322,0,0,0.0,0
POL000104,31.0,0.16843183333333334,0,0,0.11668365477293932,0.5592969777255018,1,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0205018219687134,0,0,0.0,0
POL000105,48.0,0.3969330833333333,3,1,0.7512741079704499,0.5131612391753654,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8047128708349269,0,0,0.0,0
POL000106,65.0,0.4063755,2,0,0.5670758182775599,0.1628113819585954,2,14.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8339653121645988,0,0,0.0,0
POL000107,32.0,0.06186525000000004,1,1,0.67319246036023,0.8829546798288879,0,4.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.534333793843687,0,0,0.0,0
POL000108,25.0,0.5824361666666666,2,0,0.48458752775322794,0.5407475327710003,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9337412021837735,0,0,0.0,0
POL000109,31.0,0.19136800000000004,2,0,0.503242624031139,0.49819070528119197,2,4.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7346917568686709,0,0,0.0,0
POL000110,40.0,0.39381450000000007,3,0,0.21264438607242164,0.2692468611850006,2,3.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.33613865657245584,0,0,0.0,0
POL000111,77.0,0.6175857499999999,1,0,0.38508546916427755,0.1858154122603043,1,6.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7263694282218038,0,0,0.0,0
POL000112,74.0,0.5678493333333333,1,0,0.49256629210715136,0.5527567240117431,1,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9899113397656999,0,0,0.0,0
POL000113,79.0,0.38215275000000004,0,0,0.09284590299226758,0.11015463960051336,1,8.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0802547086424397,0,0,0.0,0
POL000114,57.0,0.29947933333333343,2,0,0.11703162867181749,0.2790411346915909,2,14.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2903282702315544,0,0,0.0,0
POL000115,50.0,0.5723983333333333,4,0,0.4968651554950622,0.24486665904527533,0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4501712571873528,0,0,0.0,0
POL000116,33.0,0.5155614166666667,1,0,0.1936012835001863,0.5473581075692593,1,4.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9646605945450242,0,0,0.0,0
POL000117,62.0,0.24617391666666671,3,0,0.07396293000181686,0.44234908564911657,2,6.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.47350585395042705,0,0,0.0,0
POL000118,35.0,0.20939716666666675,1,0,0.36015144563138785,0.27117145891107597,1,3.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3271368081634839,0,0,0.0,0
POL000119,64.0,0.0,1,1,0.6255092582613007,0.744519571457811,0,13.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.8868364788711833,1,0,0.7,1
POL000120,70.0,0.40709000000000006,2,0,0.21182372196577537,0.531153615426953,2,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8888679341708114,0,0,0.0,0
POL000121,41.0,0.35777133333333333,2,0,0.18020582810089397,0.4864954053617665,2,2.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6799897713338494,0,0,0.0,0
POL000122,43.0,0.6117065,0,0,0.14364855252096312,0.3601904876393997,1,2.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08922853991387109,0,0,0.0,0
POL000123,42.0,0.44980316666666675,3,0,0.3299731782950511,0.5357178073807282,2,3.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9102158571786568,0,0,0.0,0
POL000124,77.0,0.6529644166666667,1,0,0.39654089309194823,0.2225348040261374,1,5.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5546232010142564,0,0,0.0,0
POL000125,77.0,0.22971575,3,0,0.09292904719819423,0.42910240046325476,2,8.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.41154763257828575,0,0,0.0,0
POL000126,77.0,0.6121146666666667,3,0,0.5549798760227507,0.009365275605615786,2,13.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5516730022558638,0,0,0.0,0
POL000127,62.0,0.2648090833333333,2,0,0.36696311168730383,0.34117825923494577,2,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00030336054008248825,0,0,0.0,0
POL000128,58.0,0.37285854166666665,2,0,0.38961220926472806,0.08011339373089495,2,13.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2207654957389213,0,0,0.0,0
POL000129,46.0,0.07109200000000004,1,0,0.08114412586185127,0.306833677278079,1,6.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.16033525825100553,0,0,0.0,0
POL000130,32.0,0.42398650000000004,2,0,0.4315184287592729,0.14422854431033674,2,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9208821183375285,0,0,0.0,0
POL000131,62.0,0.0,2,0,0.46967853986456737,0.2227665886063343,2,9.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5535390837329146,0,1,0.3,0
POL000132,18.0,0.3193463333333333,2,0,0.279483089392339,0.46362887438729306,2,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5730370078121896,0,0,0.0,0
POL000133,42.0,0.46674041666666677,1,0,0.41486803166870423,0.03423654677118186,1,4.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.4353435429940564,0,0,0.0,0
POL000134,24.0,0.2664649166666667,1,0,0.1614198566840243,0.31450221118560945,1,2.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.12446751362085057,0,0,0.0,0
POL000135,26.0,0.15615883333333336,2,0,0.44263049791061687,0.08473454969166756,2,2.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1991511371280343,0,0,0.0,0
POL000137,18.0,0.35344524999999993,4,0,0.40349575194696014,0.37080857854374066,0,2.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13889213632082967,0,0,0.0,0
POL000138,61.0,0.2730060833333334,2,0,0.1740885701352171,0.10651680025708445,2,13.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0972698374987528,0,0,0.0,0
POL000139,25.0,0.38372833333333334,3,1,0.7883025340506318,0.6475428673795417,0,1.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4332509957923727,0,0,0.0,0
POL000140,87.0,0.9243060833333334,1,0,0.5719751675971632,0.049952327018971364,1,5.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.3618367163452492,0,0,0.0,0
POL000141,28.0,0.6153130833333335,0,0,0.07227079144045798,0.4035998109580677,1,0.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2922653318400101,0,0,0.0,0
POL000142,68.0,0.6172028333333334,2,0,0.6008431438363968,0.2224244117091284,2,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5551395348380819,0,0,0.0,0
POL000143,34.0,0.46573883333333344,1,0,0.5372840175280305,0.21820789662564863,1,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5748612819239145,0,0,0.0,0
POL000144,25.0,0.4096844166666668,3,0,0.38301610226121446,0.4049331615770308,2,2.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.29850176243810167,0,0,0.0,0
POL000145,52.0,0.0,3,0,0.037869106384551196,0.2909305050900286,2,9.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2347185661594739,0,1,0.3,0
POL000146,52.0,0.23354575,0,1,0.4561860828916939,0.4977294932521222,0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7325345472274927,0,0,0.0,0
POL000147,50.0,0.2748803333333334,0,1,0.43821923587395334,0.8388052172744725,0,11.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.327835176564925,0,0,0.0,0
POL000148,76.0,0.0,0,0,0.1545219670071473,0.296627298645003,1,11.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.20807316836839423,0,1,0.3,0
POL000149,22.0,0.13387175,5,1,0.6900999886061645,0.4955731109458499,0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7224485815371788,0,0,0.0,0
POL000150,59.0,0.0,4,1,0.4051540169429415,0.6020301972093921,0,12.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.220376298909786,0,0,0.0,0
POL000151,56.0,0.3670158333333333,3,0,0.4017327868398119,0.31292018321196063,2,11.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1318670734377375,0,0,0.0,0
POL000152,75.0,0.54557625,1,0,0.31186929730828333,0.3888610616440911,1,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2233283351550959,0,0,0.0,0
POL000153,58.0,0.6055780000000001,1,0,0.6083553768126206,0.4883198250065704,1,7.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6885230605788516,0,0,0.0,0
POL000154,45.0,0.4614134166666667,2,0,0.3467975623350588,0.47279929380345526,2,2.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6159294649280559,0,0,0.0,0
