Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
6a932984-cdea-44ae-a488-8328f8d06e0a,0297bb60-5df4-4745-9d34-26fe419f3a83,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,2,Claim
9d707e6c-3ed0-45c2-8c73-14e454c24b44,6737a719-6bda-4791-b7e6-51a67ea5df3f,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,5,Claim
fa066e3c-1553-4346-9cb6-5d1cfa046d06,4c854063-2293-44c4-a014-099dbbdd99a9,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,3,Policy Purchase
35e013f4-e3c2-49cc-952f-ae1805472ccc,a9f4b70d-e9ed-4299-a49a-e95b8591b5b4,Customer service was disappointing. I had to call multiple times just to get a simple issue resolved. The representatives didn’t seem knowledgeable and kept transferring my call.,Negative,2,Claim
115adc88-0904-4d37-b06e-d491a5e3f227,9887d894-b3b5-492a-9933-9788f8fe4a20,"I purchased a policy online, and the entire process was seamless. The website was easy to navigate, and I received confirmation instantly. Happy with the experience and looking forward to their services.",Positive,4,Claim
0c4103a3-3b64-412f-8f22-6309086b6f4b,510b8497-2ba3-436c-af41-4142c844ed64,I had an amazing experience with the customer support team. They were quick to respond and resolved my issue without any hassle. I would definitely recommend their service to others.,Positive,5,Claim
02b0d4f5-dae4-4eed-930e-11b0875dcf1d,5d1215c9-79a0-4a2a-8e54-68f4d4ebcc06,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,2,Support
340a258b-6e83-4410-bd00-ad59605a199e,dbc1bde9-349e-4ef8-bac3-ade74defc4e4,"The service was neither great nor bad. I got my policy on time, but the website was a bit slow. It took a while to load the pages, which was slightly frustrating.",Neutral,2,Claim
651f1aab-590f-4f5e-b3a0-18592e759611,cb13fe15-4b28-4c28-9cba-d19f34c407c2,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,4,Policy Purchase
f16abcbe-a971-4ee3-be6e-0d9741bd736b,5608203a-ea7d-40c3-b9b2-b93f19a0ae8b,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,1,Support
547159e9-4d97-4fdd-ac22-70b20b60c98f,9ca46cc7-4ed7-4c3e-b14c-7ecc6a9a7082,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,1,Support
5a882c3c-8431-47df-9957-4f0a42d8fe16,e1bc4d0f-8360-4506-9e91-bbbdd28a3d15,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,4,Claim
2dd0e94b-5850-4c42-85da-80ab5cfa1ec8,fcc5134d-017c-4739-b199-9b9862800c1d,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,2,Policy Purchase
8d30af24-caca-415c-b831-c7a02956e4a8,fe2de22f-4331-4572-9084-82ba9447c656,I had an amazing experience with the customer support team. They were quick to respond and resolved my issue without any hassle. I would definitely recommend their service to others.,Positive,4,Support
8d8d9add-ff30-439b-b579-969a11125139,8f32dcb2-a7c4-4776-bd48-e9db511acebc,Excellent service! The team was very professional and helpful. They answered all my questions patiently and made sure I understood my policy. Great customer service!,Positive,5,Policy Purchase
9855f044-48b9-4c6c-b13d-6b0287101637,331ad4cf-3bb2-426a-85fd-72057b21a5a2,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,4,Policy Purchase
d87e0f70-652b-4ce7-a9df-d505888ae870,518c7ca9-427b-4d79-9376-abeffce973a2,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,2,Policy Purchase
87cdf23a-c76b-4629-82a8-f72b291d3aab,d6977f1a-5061-42d9-b077-e7f5dee6397a,"I purchased a policy online, and the entire process was seamless. The website was easy to navigate, and I received confirmation instantly. Happy with the experience and looking forward to their services.",Positive,4,Policy Purchase
9e0f6dc0-5ff1-40ca-b3c1-5dacfd9de48e,5d7ee955-74d5-4386-882c-362a33b36573,I had an amazing experience with the customer support team. They were quick to respond and resolved my issue without any hassle. I would definitely recommend their service to others.,Positive,5,Policy Purchase
ff5f01e5-4c04-42b6-bac9-edd6f0959b8d,315a9fa7-7547-47bf-bbbc-b78476098a93,"Extremely dissatisfied with the level of service provided. I have been a loyal customer for years, but my recent experience was very disappointing. I expected better treatment and quicker responses.",Negative,2,Policy Purchase
420b46f8-8eae-4ce1-a21d-c0323588a8a3,be4c6f54-17aa-46ff-8fb5-d3fea7ccf233,I had an amazing experience with the customer support team. They were quick to respond and resolved my issue without any hassle. I would definitely recommend their service to others.,Positive,5,Claim
bbdd2831-2f22-4e89-8f5b-a0049f6a8649,5d0581f2-93e5-47d3-bcff-416217df5a00,"Extremely dissatisfied with the level of service provided. I have been a loyal customer for years, but my recent experience was very disappointing. I expected better treatment and quicker responses.",Negative,2,Claim
3532651a-4daf-480e-a3ae-d7f8baad3e5e,5db23829-842b-4d32-b11f-bc0907cabce6,Customer service was disappointing. I had to call multiple times just to get a simple issue resolved. The representatives didn’t seem knowledgeable and kept transferring my call.,Negative,2,Policy Purchase
dc3e9fb5-a843-49a9-9a35-8599d2330551,9621822e-e5e1-466f-b887-f749b29aa415,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,4,Support
589182a8-a572-48c1-adc8-fcb4b8566f59,b3be1d3d-eb82-473e-97d7-63109be7e745,Excellent service! The team was very professional and helpful. They answered all my questions patiently and made sure I understood my policy. Great customer service!,Positive,5,Support
71316252-a3ef-42ef-b4fa-8ba5601d4451,47e13023-62a1-47ef-9187-c3e040033d3b,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,2,Policy Purchase
362f74c0-d7b7-443f-8018-13b3b0d6475d,28dcb767-bdad-45b0-a26d-5850345a4d91,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,4,Policy Purchase
b55e93b5-d6fa-46af-bb63-0a4f1fb392f9,22323fb8-2297-4661-af39-0c1b259218b8,"Extremely dissatisfied with the level of service provided. I have been a loyal customer for years, but my recent experience was very disappointing. I expected better treatment and quicker responses.",Negative,1,Claim
996b7518-e2d4-46ef-9ff4-209f2d4f9638,3f071756-956c-4e83-920c-442dbbf6fced,I had an amazing experience with the customer support team. They were quick to respond and resolved my issue without any hassle. I would definitely recommend their service to others.,Positive,5,Claim
3415e35a-a44c-4386-ad7f-a55f14fc7848,4682ee3b-98e8-49c5-8b20-c17f00c9a14f,"The service was neither great nor bad. I got my policy on time, but the website was a bit slow. It took a while to load the pages, which was slightly frustrating.",Neutral,4,Policy Purchase
d9fbc251-7772-478f-8d37-b256afe69e01,22105764-4be9-4290-9ee5-d203fa6316d7,"Extremely dissatisfied with the level of service provided. I have been a loyal customer for years, but my recent experience was very disappointing. I expected better treatment and quicker responses.",Negative,2,Support
7e5902d9-535e-4102-a64e-5c2b78276ad8,3c2056af-de90-48f0-93b7-892f27f10399,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,5,Policy Purchase
93eb93bd-a944-4fbc-a5a3-cf55eb6d7b21,68164dbd-c526-4d9b-9a08-a059e85ef4ba,"The service was neither great nor bad. I got my policy on time, but the website was a bit slow. It took a while to load the pages, which was slightly frustrating.",Neutral,4,Support
16852ead-fe53-43d8-848b-6d993e8f689a,3938e1fc-9685-4617-a5fc-318814e2442f,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,2,Policy Purchase
973a568a-b94b-46bd-b876-e48648e906ef,9373997d-7ee1-4383-a255-aa863e79813a,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,2,Policy Purchase
9c78b7e5-2d67-4179-ada8-13da9197d581,114083c8-c8b4-4eaa-b484-2f442834b2c0,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,4,Support
43b589e3-caa5-40b8-a9ba-2f0c565e1c91,08bc9f1f-7e16-4d6f-871f-35b0308e3504,"Extremely dissatisfied with the level of service provided. I have been a loyal customer for years, but my recent experience was very disappointing. I expected better treatment and quicker responses.",Negative,2,Claim
705ee853-de4a-4981-83dc-bcada2fa5f31,7ac3a1fa-c077-49ff-a865-5116498d2c25,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,2,Support
b542f16c-245d-478e-99f7-6ec79bf86965,63e06852-6ed2-4593-91b8-cf996be3c047,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,1,Support
9a8cfca4-4553-4915-a948-d55457d3a0d4,8e176312-c1ee-4aa2-a9e2-265929e4effb,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,1,Claim
318194f6-ad0d-4f62-ac82-ea408e7e9028,199a00e9-7813-4336-b7dc-d157b1c07bc5,Customer service was disappointing. I had to call multiple times just to get a simple issue resolved. The representatives didn’t seem knowledgeable and kept transferring my call.,Negative,1,Claim
27205ed8-7812-484a-8f03-17272787708f,72753b8d-42da-4745-afe0-a64d9227fdc3,"One of the best experiences I've had with a service provider. From policy purchase to claim settlement, everything was smooth and hassle-free. Would definitely recommend them to my friends and family.",Positive,4,Policy Purchase
b6b633e6-2665-4375-adec-c878cb957c39,237e35fd-caad-4e2b-b85b-e326f5ae1968,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,4,Policy Purchase
0228ba42-9140-4053-ab79-47b56dbb77ff,cebce6d4-f7a7-4e7b-b0ce-1b5bff6fbb3a,"The service was neither great nor bad. I got my policy on time, but the website was a bit slow. It took a while to load the pages, which was slightly frustrating.",Neutral,3,Policy Purchase
46290be2-c9a2-41e2-baba-08ef4754a0fa,3d538081-8dc7-4dad-8f02-183e322342e8,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,3,Policy Purchase
ae8f8477-5fdd-4e3c-9057-df1bc8408af5,623b5666-1e38-4692-a7f5-ee09cbc5999c,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,4,Support
9bfeec6f-7d24-4328-9c7e-d7a54b5cd996,c4ab05b9-0454-43b8-88b4-cb68919064de,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,3,Claim
417ab1fb-dc51-4ae8-8f14-b4c80bcd3a10,a8062296-bc3c-4d7a-978f-3cdf0b161588,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,4,Policy Purchase
a4f7c667-fa48-4ebc-9c22-254d61eaad1a,fb54ca62-e7d0-4809-ad37-72b9f7c6825a,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,5,Support
cdc83f7e-bd4f-4d9c-a1a8-5a7e5f1a92ea,69564203-7ad2-48e9-97dd-ca9d51228c3f,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,4,Claim
98f05103-533a-4e23-9d99-546439cb33bf,102b5cc9-db3e-44f3-935f-2f1672efbe5d,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,2,Support
4a22096f-6c49-4ecc-888c-98eb7591d3ec,c213fe7c-4314-4c72-a027-adaffff054c2,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,2,Claim
82637fe7-3f02-4188-b744-61a6003a51c3,b2feadba-3c49-4abd-bca4-dd5664ead6ee,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,2,Claim
6a697876-f22e-444d-98e4-ddaba069e6d3,c6b40100-4226-4ce1-b588-75085f54c3e9,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,4,Support
f9b85d17-710d-4730-ac06-b088dbdd0210,c0ea6cfa-73df-4633-9b03-c1028cf41b07,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,2,Policy Purchase
9a8875e8-0fa5-4845-9a46-570dd11b155e,dde8f460-dfd7-4dee-91ef-4b403a48b980,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,2,Claim
ce386ac2-b87c-4daa-9711-7cbf6b0dca07,4e1ad238-9c82-4c92-8cf6-954d9823b8c3,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,2,Policy Purchase
c02bbe1a-dd54-41ef-aca5-3cfa94ecd5b6,af65c45c-298e-4248-8e29-4ad1145dc967,"Extremely dissatisfied with the level of service provided. I have been a loyal customer for years, but my recent experience was very disappointing. I expected better treatment and quicker responses.",Negative,2,Claim
4afb91d3-4e3c-44ba-9003-6215f77031ca,08276a84-6ed5-464b-afa3-2121c22272de,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,2,Claim
a9aa61fb-d284-4658-9d54-5777ab06d25b,084d3a19-803e-48f5-8243-2e0328e4b052,Customer service was disappointing. I had to call multiple times just to get a simple issue resolved. The representatives didn’t seem knowledgeable and kept transferring my call.,Negative,1,Policy Purchase
1cd1f251-93c0-48a5-9f31-cab9146bc36f,f9de3b98-dc77-487d-a15c-04f51df6c309,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,2,Support
c4695173-f77a-421a-8f16-a0464d5ec9a1,d05b2920-101b-467b-bc1b-963663c2b1c8,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,1,Claim
65678f1c-217e-4f6f-a165-108498178519,3788b88c-2e6b-429c-9415-9b8ea44f7ced,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,2,Support
f5a0ab5c-831b-43b2-b0dd-0c5a17f376d4,5346db45-661c-4ec3-95f2-cd5c8c9ecf61,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,2,Policy Purchase
0c254674-9bfe-49a8-8868-38dbf40bfb0f,96ecb45a-b93e-42c2-a67f-9a73fd0a97cf,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,2,Policy Purchase
6a6fce68-9a72-4389-9c06-97d3ff2c7988,797db151-f08e-4ffe-914d-7edfcdb28799,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,2,Support
71eba320-07f6-4147-9ea5-f56987ee5a9d,bb25edff-d98e-4b8b-b4b3-893edeafb92b,"I had a terrible experience with the claims department. They kept asking for more documents even after I had submitted everything required. It took weeks to get a response, and the process was very frustrating.",Negative,1,Support
7cf2601e-f73b-469a-8ef1-f25eb0737893,13486631-01ce-4b08-a226-f0cd409be976,Excellent service! The team was very professional and helpful. They answered all my questions patiently and made sure I understood my policy. Great customer service!,Positive,4,Support
429387f2-9d7d-489a-adb0-2802a8c34256,163ce8f9-00b1-406e-a963-1bc7d877aa11,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,3,Claim
578f14dd-b9ca-43b5-a589-2ad366257f8e,0bfb6dd9-71b3-40be-8bff-339588f65776,"One of the best experiences I've had with a service provider. From policy purchase to claim settlement, everything was smooth and hassle-free. Would definitely recommend them to my friends and family.",Positive,4,Claim
d9996185-cb2e-4ecb-a1ba-47bf2250a1bc,15f79b3b-fbef-4710-9af7-e2eb2f92e00c,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,2,Claim
ae17529a-3872-4648-93a6-6f01ea5d9ae9,02fe7c44-3a68-44b7-966f-5675725da3e6,Customer service was disappointing. I had to call multiple times just to get a simple issue resolved. The representatives didn’t seem knowledgeable and kept transferring my call.,Negative,2,Claim
6694a6ff-56a9-4e9f-8c6a-e386eda4228e,89d34e9b-ad71-420a-b539-55a001827445,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,4,Policy Purchase
03f36dac-1dea-4a02-9a5c-36af63babddc,b19ad98c-24d4-48b7-a9f2-8747bb9daa50,"One of the best experiences I've had with a service provider. From policy purchase to claim settlement, everything was smooth and hassle-free. Would definitely recommend them to my friends and family.",Positive,4,Support
da4db23d-2d65-4de2-abd6-47668ca18c26,6b3bdc86-b90e-4365-a065-f61e0e1d6dd2,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,2,Policy Purchase
e56e81e5-28b8-49f2-a965-0795b3ba6e23,303551c9-a0ee-439f-82f9-8f4dec2b6ad9,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,4,Claim
8bc51933-904d-403a-89ac-049d60482500,3b204755-bb8e-48ef-b369-862e0370e389,"Customer support was okay, they took some time to respond but eventually provided a resolution. The process could be improved to make it faster and more efficient.",Neutral,2,Policy Purchase
b098e760-862e-4816-9367-95bd55d4cf7c,addb40d8-1d71-4078-8d95-9e988fdb15c3,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,4,Support
3caefd27-4379-4c0a-80de-a823113dee3c,c27771f3-1c71-4e53-93f7-189a23af728a,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,3,Claim
3da7e41f-cbff-43ff-af1d-fe1e1ccb726e,c4cea3d4-3987-4c6a-ba37-24c36b58d976,Excellent service! The team was very professional and helpful. They answered all my questions patiently and made sure I understood my policy. Great customer service!,Positive,4,Support
7f64e433-3dc0-4253-9e05-97cd28175cd2,8baef446-35f4-4395-a772-0dea1e761a55,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,2,Claim
708ad401-82c2-47e8-8d47-47a8a413bb9b,d716d37f-d556-4560-8d4b-13476cea113a,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,2,Support
9b31955e-494b-4bd0-bf42-31a50e97b911,df0ddb57-e9f3-48f6-9f30-9d8daf484ddd,Customer service was disappointing. I had to call multiple times just to get a simple issue resolved. The representatives didn’t seem knowledgeable and kept transferring my call.,Negative,1,Claim
aa4ab5f4-0478-4b4b-b54f-4522466d0988,9d446af5-4e26-45e8-968b-6821b2d65a6a,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,3,Claim
e7e053ba-6a12-4341-8651-a58386635e0e,28f80b99-904b-4324-935f-e464631a2141,"One of the best experiences I've had with a service provider. From policy purchase to claim settlement, everything was smooth and hassle-free. Would definitely recommend them to my friends and family.",Positive,5,Claim
8e943abc-425a-47ca-ba3f-1dd9b96a3213,7d62fc7b-1d9c-4ee1-8722-1307cc12ecb4,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,4,Policy Purchase
f8b17d3e-0091-4d90-bdd9-095328b1ca8c,cfc037dc-139f-444c-8ff0-b1e62b298087,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,2,Support
d751c301-eb95-48e1-97c2-2d5924500536,2ce32b0f-fe33-4e16-b1d3-efed546dc378,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,3,Claim
3cbb55ef-49b1-45ca-bcbf-fbc5320e83b5,8e1f462c-3e76-47f9-be55-4b8f2497a3e4,"One of the best experiences I've had with a service provider. From policy purchase to claim settlement, everything was smooth and hassle-free. Would definitely recommend them to my friends and family.",Positive,5,Claim
27fb34d3-972a-4676-a7f7-def1e1b56c8b,a488bf8e-a9b6-4132-aa60-1daff7643277,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,5,Support
97de6985-df3b-41dd-abf5-5335fa85ca56,71efe4d5-b70a-4d67-a194-f5e141f2a19f,"Horrible experience! My claim was rejected without a valid reason. I submitted all the necessary documents, but they still denied it. I would not recommend this service to anyone.",Negative,1,Support
5e048561-17dd-4f6b-bb9c-00a003fa5909,1a182228-d7ee-40f1-a448-b44529e03d47,Excellent service! The team was very professional and helpful. They answered all my questions patiently and made sure I understood my policy. Great customer service!,Positive,5,Claim
552169eb-5fb0-43d7-bcad-5c51c286e041,8ba09f0a-e2b7-4430-9552-4167946b3c45,"Purchased a policy last week. The process was standard, and I didn't face any issues. Nothing extraordinary, but also nothing to complain about.",Neutral,2,Policy Purchase
87395211-97b2-41f4-a271-94172598b01e,1877ca03-cfae-4ded-a700-4dc258777911,Excellent service! The team was very professional and helpful. They answered all my questions patiently and made sure I understood my policy. Great customer service!,Positive,4,Policy Purchase
c6152472-0ff4-4aa1-ae2e-d4b7476a453f,5dd4c776-337e-4281-9574-98b74c279339,"Had an average experience with the claims process. It wasn’t too difficult, but I did have to submit a few documents multiple times. Overall, it was fine but could be streamlined.",Neutral,4,Support
7f72c3bf-1228-41a6-b414-acbb1bf39b9a,b4ad9040-63a0-4623-927d-2e82a267c23b,"The service was neither great nor bad. I got my policy on time, but the website was a bit slow. It took a while to load the pages, which was slightly frustrating.",Neutral,2,Policy Purchase
685a9760-5229-4f03-ba9b-8f0616cdd178,4ffb7581-420e-4285-9180-ffb7c856cd3d,"The service met my expectations, nothing more, nothing less. I got what I needed, but I wouldn’t say it was exceptional.",Neutral,2,Support
1e328b7e-3cc7-426e-911d-69f0ae9e294c,a4f6aeff-ab1e-47fa-bb82-08aa4d7ef974,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,2,Policy Purchase
a4b73285-bc89-400b-9687-53d920bbd947,4aced8b2-3363-42d1-927f-25fcbc644e54,The claims process was smooth and efficient. I was pleasantly surprised by how quickly my claim was approved. The representatives were courteous and made sure I had all the details.,Positive,5,Support
9bc3caf0-e414-4025-a33a-3c0bbc20797e,4c3f1e2a-1bac-4bf4-a037-a01724dba31d,"The website is slow and unresponsive. I tried to purchase a policy, but the payment gateway kept failing. Had to contact support, and even that was not very helpful.",Negative,2,Support
